HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Unique_ID,Input.1,Input.2,Input.3,Input.4,Input.5,Input.6,Input.7,Input.8,Input.9,Input.10,Input.11,Input.12,Input.13,Input.14,Answer.Age,Answer.Education,Answer.Gender,Answer.Q10Credibility,Answer.Q11Credibility,Answer.Q12Credibility,Answer.Q13Credibility,Answer.Q14Credibility,Answer.Q1Credibility,Answer.Q2Credibility,Answer.Q3Credibility,Answer.Q4Credibility,Answer.Q5Credibility,Answer.Q6Credibility,Answer.Q7Credibility,Answer.Q8Credibility,Answer.Q9Credibility,Answer.US,Answer.freeEntry,Answer.valid,Approve,Reject
3EGKVCRQFWSEBD8087KLGI6DSPTBY9,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,31QNSG6A5RTEHFCM8PGD1NSZVCP877,ANMXMEB55AGM6,Approved,Thu Nov 30 09:41:17 PST 2017,Thu Nov 30 09:47:36 PST 2017,Tue Dec 05 09:47:36 PST 2017,Fri Dec 01 06:45:20 PST 2017,,,379,100% (1/1),100% (1/1),100% (1/1),1002941,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.10.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.12.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.15.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.17.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.3.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.4.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.5.2.jpg,35,Bachelor,Male,7,5,3,6,6,4,3,6,5,4,6,6,2,6,Yes,{},4,,
3EKZL9T8Y8MBZNAHC7CS52HSKEGHCN,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:10 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:10 PST 2017,,,39K0FND3AHFBL6CO9T2GGWVKGQDMAV,A26376A6PIQ58H,Approved,Thu Nov 30 18:23:02 PST 2017,Thu Nov 30 18:27:29 PST 2017,Tue Dec 05 18:27:29 PST 2017,Fri Dec 01 06:45:20 PST 2017,,,267,100% (1/1),100% (1/1),100% (1/1),37116052,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.8.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.9.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.10.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.11.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.13.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.14.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.1.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.3.3.jpg,34,Bachelor,Male,5,4,2,3,4,5,6,4,4,2,5,5,5,4,Yes,no,4,,
3EN4YVUOUCSVTRG2R3B0VSIHYO8JXW,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,317HQ483I7SW96GMXI9TA983YP7INC,A1WD0DK58AKBVE,Approved,Fri Dec 01 00:58:37 PST 2017,Fri Dec 01 01:01:18 PST 2017,Wed Dec 06 01:01:18 PST 2017,Fri Dec 01 06:45:20 PST 2017,,,161,100% (1/1),100% (1/1),100% (1/1),92071890,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.10.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.12.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.17.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.1.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.2.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.3.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.4.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.5.1.jpg,32,Bachelor,Female,2,5,4,6,6,5,4,3,6,4,5,6,4,4,No,{},4,,
3EQPA8A374WKYMGHSLZLSDYS6O5ZJ8,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,3EICBYG644W9DD31QALF6ZTRCYYCJC,A2Q4ILF5IEPAE3,Approved,Thu Nov 30 12:25:39 PST 2017,Thu Nov 30 12:27:37 PST 2017,Tue Dec 05 12:27:37 PST 2017,Fri Dec 01 06:45:21 PST 2017,,,118,100% (1/1),100% (1/1),100% (1/1),80516817,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.10.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.11.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.12.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.13.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.15.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.16.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.3.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.4.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.5.2.jpg,2,Bachelor,Female,6,7,5,7,7,7,6,6,7,3,7,6,7,7,Yes,thank u,4,,
3EQPA8A374WKYMGHSLZLSDYS6O6JZT,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,36WLNQG78ZAISSP3Y9ETYZAHP5KEB4,A1SYFJNZIQAU9J,Approved,Thu Nov 30 10:14:20 PST 2017,Thu Nov 30 10:18:02 PST 2017,Tue Dec 05 10:18:02 PST 2017,Fri Dec 01 06:45:21 PST 2017,,,222,100% (1/1),100% (1/1),100% (1/1),66014809,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.11.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.15.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.1.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.2.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.3.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.4.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.5.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.6.3.jpg,30,Bachelor,Male,4,6,4,5,6,7,6,6,6,7,6,5,5,6,No,Text was small in some of them.,4,,
3FULMHZ7OUXUWXYDAPMNE9D09NY4M6,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,39GXDJN2OTEGS5DIQNJT7182HVN8VS,AQTJFPB37TML0,Approved,Thu Nov 30 17:41:44 PST 2017,Thu Nov 30 17:44:38 PST 2017,Tue Dec 05 17:44:38 PST 2017,Fri Dec 01 06:45:21 PST 2017,,,174,100% (1/1),100% (1/1),100% (1/1),72161834,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.10.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.12.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.16.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.17.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.3.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.4.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.5.2.jpg,23,High school,Male,1,2,2,4,4,7,4,6,6,6,4,2,6,4,Yes,no,4,,
3G5RUKN2EC31BLPP3LXE8WDG05M9N7,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:13 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:13 PST 2017,,,34MAJL3QP4NVXVOXUANA7U0EOOC34V,AUOYNTK0GOFOM,Approved,Thu Nov 30 10:09:03 PST 2017,Thu Nov 30 10:12:16 PST 2017,Tue Dec 05 10:12:16 PST 2017,Fri Dec 01 06:45:21 PST 2017,,,193,100% (1/1),100% (1/1),100% (1/1),42988875,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.12.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.13.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.15.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.16.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.17.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.4.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.5.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.6.2.jpg,53,Bachelor,Male,6,3,7,6,7,7,6,7,5,6,7,6,6,4,Yes,no difficulties,4,,
3GITHABACYLQB14QICIZY952UZC2N8,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,304SM51WA34J2BULZ4YYNGEWQWNBSW,A1P3YDRJGXWPDT,Approved,Thu Nov 30 09:43:07 PST 2017,Thu Nov 30 09:50:37 PST 2017,Tue Dec 05 09:50:37 PST 2017,Fri Dec 01 06:45:21 PST 2017,,,450,100% (1/1),100% (1/1),100% (1/1),72728196,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.10.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.11.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.12.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.13.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.15.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.17.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.3.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.4.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.5.1.jpg,35,Master,Female,5,5,6,6,6,6,6,5,5,6,7,6,6,5,No,No,4,,
3GONHBMNHVYAZUM2VICD85Q9AI0ZMC,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,3C6FJU71TQTVUWF0Y17IASULW2QUYA,A1YIGXBU6FQQ6C,Approved,Thu Nov 30 09:46:12 PST 2017,Thu Nov 30 09:50:50 PST 2017,Tue Dec 05 09:50:50 PST 2017,Fri Dec 01 06:45:21 PST 2017,,,278,100% (1/1),100% (1/1),100% (1/1),67087281,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.10.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.11.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.12.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.16.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.17.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.1.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.2.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.4.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.5.2.jpg,31,Professional,Male,4,4,3,3,5,6,5,6,7,6,6,5,4,5,No,{},four,,
3H781YYV6TIG1ULQ8SZC99KJGKOETN,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,39ZSFO5CA8W5Z7K1C16F05FXJYHJU5,A1C5THJX1VVGO4,Approved,Thu Nov 30 09:43:55 PST 2017,Thu Nov 30 09:46:04 PST 2017,Tue Dec 05 09:46:04 PST 2017,Fri Dec 01 06:45:21 PST 2017,,,129,100% (1/1),100% (1/1),100% (1/1),87602824,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.10.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.12.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.15.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.18.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.1.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.4.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.5.1.jpg,26,Associate,Male,5,6,5,6,5,5,6,4,5,6,7,5,6,4,Yes,NO,4,,
3HKIF5DF6YXV1T83GHKJIC4JZT09GZ,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,3VHP9MDGRNKT8BH57KUUR11ZJRTFCO,A35ZVO654GOBP5,Approved,Thu Nov 30 09:44:55 PST 2017,Thu Nov 30 09:53:20 PST 2017,Tue Dec 05 09:53:20 PST 2017,Fri Dec 01 06:45:21 PST 2017,,,505,100% (1/1),100% (1/1),100% (1/1),42188171,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.9.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.10.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.11.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.12.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.15.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.16.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.17.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.18.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.1.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.4.2.jpg,41,High school,Female,5,3,3,3,3,5,3,3,4,5,5,5,4,4,,none,4,,
3HXK2V1N4KFK19N4V8548PW5TNQ2G0,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:10 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:10 PST 2017,,,3A9AA95ATWMK03XK6D3RPP9TTG1P50,A25ZV9KFW3CM0U,Approved,Thu Nov 30 10:24:17 PST 2017,Thu Nov 30 10:25:32 PST 2017,Tue Dec 05 10:25:32 PST 2017,Fri Dec 01 06:45:21 PST 2017,,,75,100% (1/1),100% (1/1),100% (1/1),36798370,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.8.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.9.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.10.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.12.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.15.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.16.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.17.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.18.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.1.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.3.2.jpg,19,Associate,Male,5,5,4,5,5,3,5,6,6,6,3,5,6,7,Yes,{},4,,
3I01FDIL6M8HPPDDTI4W24T8GVA2DQ,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:10 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:10 PST 2017,,,3WETL7AQWT8DTESX8F6KCM6SOKN53I,AKOKJYF7ODLC2,Approved,Thu Nov 30 11:53:10 PST 2017,Thu Nov 30 11:54:23 PST 2017,Tue Dec 05 11:54:23 PST 2017,Fri Dec 01 06:45:21 PST 2017,,,73,100% (1/1),100% (1/1),100% (1/1),82049418,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.8.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.9.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.10.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.11.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.12.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.14.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.16.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.3.1.jpg,43,Bachelor,Male,7,7,7,7,7,6,5,6,6,6,7,7,7,7,Yes,{},4,,
